Id,MSZoning,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,KitchenQual,SalePrice
185,RL,14371.0,NoRidge,5,2008,2010,Gd,CBlock,1210.0,TA,824,3,1,3,6,0,3.0,824.7513912079266,113,21,Ex,197218
186,RM,6628.0,CollgCr,7,1902,1929,TA,PConc,841.0,TA,1577,3,1,2,5,1,3.0,909.4883475742724,93,7,Fa,205198
187,RL,8136.0,BrkSide,8,1926,1956,TA,BrkTil,1077.0,Ex,1353,2,1,3,5,1,2.0,557.7552928390535,43,21,TA,210787
188,FV,4252.0,Crawfor,7,2006,2010,TA,CBlock,1035.0,TA,1218,2,0,3,5,0,3.0,685.183078949156,112,34,Gd,217191
189,RL,14530.0,Gilbert,7,1939,1953,Gd,PConc,1520.0,Gd,2493,2,1,5,8,0,2.0,496.9862189246038,23,2,Fa,268954
190,RL,9261.0,NAmes,5,2001,2010,Gd,PConc,707.0,TA,2001,1,0,3,5,2,2.0,592.4257371012477,23,61,TA,216756
191,FV,8684.0,Crawfor,4,1932,1967,TA,CBlock,,Ex,1039,2,0,3,5,0,0.0,,75,27,TA,112692
192,RL,9842.0,Edwards,9,1991,1998,TA,PConc,821.0,TA,1638,1,1,5,7,1,0.0,0.0,7,136,Ex,231946
193,RL,11908.0,NWAmes,9,1900,1908,TA,CBlock,597.0,Ex,2083,2,0,4,6,1,2.0,413.1150075113606,18,0,Gd,248176
194,C,11042.0,Sawyer,7,1907,1943,Fa,CBlock,934.0,Gd,901,1,1,5,9,1,1.0,300.5211288229399,46,53,TA,152161
195,RL,17943.0,Timber,6,2000,2010,TA,CBlock,1972.0,Ex,1530,1,0,5,7,2,2.0,474.1811285149406,27,47,Gd,234772
196,RL,11361.0,BrkSide,6,1931,1962,TA,CBlock,1268.0,Ex,1549,2,1,3,6,1,1.0,,141,4,TA,207817
197,RL,8604.0,NoRidge,8,1947,1963,Gd,CBlock,1180.0,Gd,990,2,0,3,7,0,0.0,0.0,159,12,Gd,184560
198,RL,8315.0,Mitchel,9,2006,2010,TA,PConc,1238.0,Ex,1651,2,0,2,6,0,3.0,740.4212541376751,34,64,Gd,269470
199,RM,8821.0,Sawyer,9,2000,2010,TA,PConc,769.0,TA,1946,3,0,3,6,0,0.0,0.0,38,21,Gd,239815
200,RH,5494.0,Crawfor,8,1903,1921,TA,CBlock,1097.0,Gd,2103,2,0,4,6,0,2.0,511.6865283134548,64,15,Fa,232226
201,RL,10119.0,OldTown,7,1993,2010,Fa,CBlock,1000.0,Gd,1400,1,0,3,7,2,1.0,244.5952310006031,30,70,Gd,201395
202,RM,,Somerst,4,1969,1975,TA,CBlock,1542.0,Ex,2500,2,1,3,7,0,3.0,,10,2,Gd,266402
203,FV,8159.0,Timber,5,2009,2010,TA,PConc,967.0,Fa,676,2,0,3,5,1,3.0,600.7698070879533,68,19,TA,169999
204,RL,,Edwards,9,1918,1926,Ex,Slab,886.0,Gd,1642,2,0,3,5,1,2.0,469.1267849807248,66,31,TA,234017
205,RL,14547.0,BrkSide,7,1931,1958,Ex,PConc,650.0,Ex,935,2,0,4,7,1,2.0,433.3712526946256,14,28,TA,175767
206,RL,5720.0,Crawfor,1,1908,1913,Gd,PConc,1042.0,Gd,1536,2,0,3,7,1,0.0,0.0,89,9,TA,151704
207,RH,3796.0,Sawyer,4,1911,1939,Ex,PConc,1087.0,Ex,1291,2,1,3,5,1,4.0,,47,24,Ex,199224
208,C,6541.0,BrkSide,7,1910,1926,Gd,PConc,639.0,Ex,1702,2,1,4,6,0,3.0,816.6615603531237,13,36,Gd,210706
209,RL,5378.0,Gilbert,1,1945,1960,Gd,CBlock,1135.0,Gd,1449,2,0,3,6,1,3.0,780.8137580664757,52,26,TA,173524
210,FV,11158.0,NoRidge,5,1915,1937,TA,PConc,,Gd,1169,2,0,4,8,0,2.0,448.8255759715459,13,34,TA,147857
211,RL,8917.0,Gilbert,7,1900,1930,TA,PConc,1304.0,Ex,1195,2,1,3,5,2,2.0,512.3240463561146,15,8,TA,211479
212,RL,9340.0,SawyerW,7,1962,1964,TA,PConc,1363.0,Ex,2272,1,0,3,6,0,3.0,821.3488629279939,94,53,Ex,264528
213,RH,13458.0,SawyerW,7,2008,2010,TA,CBlock,1028.0,TA,1677,2,0,4,8,0,2.0,464.8258655360162,132,17,Gd,226087
214,RL,7925.0,Gilbert,5,1920,1945,Gd,BrkTil,689.0,Ex,819,2,0,3,7,0,2.0,507.1391852837004,14,130,Gd,151138
215,RL,12325.0,NAmes,8,1929,1964,Fa,CBlock,750.0,Ex,1720,1,0,3,7,1,1.0,245.6361523219023,131,0,TA,193922
216,RL,14533.0,Mitchel,5,1912,1948,Gd,PConc,1528.0,Fa,1422,2,0,2,6,1,3.0,899.6130002649436,13,14,Ex,205563
217,RL,,Timber,6,1933,1954,TA,CBlock,1049.0,Ex,1501,2,0,4,7,0,1.0,275.54644405793573,6,5,Gd,182779
218,RL,12211.0,Gilbert,8,1903,1914,Gd,PConc,1523.0,Gd,1827,2,1,2,4,0,2.0,536.5495767049035,2,24,Gd,234189
219,RL,9274.0,Edwards,7,1927,1939,TA,PConc,1149.0,Ex,1973,2,0,4,8,0,2.0,396.9983759620739,13,8,TA,221456
220,FV,12772.0,Crawfor,8,2001,2010,Gd,CBlock,1226.0,Gd,1156,2,0,3,7,0,3.0,765.5553594090825,24,40,Gd,216758
221,FV,5285.0,OldTown,7,1994,2009,Ex,CBlock,1281.0,Ex,1488,1,0,3,5,1,2.0,490.6991942645258,131,64,TA,226469
222,RL,5063.0,Mitchel,7,1958,1965,TA,PConc,633.0,Fa,1281,2,0,4,8,0,2.0,490.1805733658076,13,7,TA,170195
223,RL,8826.0,Crawfor,4,1926,1965,TA,PConc,1092.0,Ex,1738,3,0,2,6,1,0.0,0.0,22,5,Gd,196158
224,RL,7333.0,Mitchel,6,1968,2007,Gd,PConc,628.0,Gd,1407,2,1,3,5,0,3.0,652.1008239932188,66,62,TA,198843
225,RL,8449.0,Timber,5,1924,1925,TA,PConc,914.0,TA,1511,1,0,4,6,2,4.0,991.837901451306,17,13,Gd,204291
226,RL,9341.0,Somerst,5,1902,1931,Gd,CBlock,1192.0,Fa,1391,1,1,4,8,0,3.0,850.2920200371416,57,17,Gd,192179
227,RL,12160.0,CollgCr,10,1996,2010,Gd,PConc,692.0,Ex,1457,2,0,3,5,1,2.0,464.5685258096346,28,7,TA,239567
228,RL,8777.0,Sawyer,6,1967,1978,TA,BrkTil,1167.0,TA,2181,2,1,3,6,1,3.0,714.0055145606159,10,16,TA,247465
229,RL,7528.0,Crawfor,9,1924,1933,TA,CBlock,550.0,Ex,2456,2,0,4,7,0,2.0,606.8655197171724,66,7,TA,265268
230,RL,8945.0,Crawfor,7,1919,1929,TA,CBlock,1342.0,Gd,1650,2,0,4,8,0,2.0,482.1906566499298,1,32,TA,227830
231,RL,7692.0,NWAmes,8,1933,1947,Gd,CBlock,800.0,Ex,1460,2,1,4,8,0,2.0,,17,20,TA,200686
232,RL,7197.0,Somerst,7,1925,1940,Gd,CBlock,691.0,Ex,861,2,0,3,5,0,2.0,493.08531307689555,22,46,Gd,172709
233,RM,5160.0,OldTown,7,1904,1920,Fa,CBlock,569.0,Ex,1195,2,1,5,7,0,3.0,628.9045368235941,30,11,TA,161017
234,RL,10208.0,SawyerW,7,1998,2010,Gd,PConc,826.0,Gd,1449,1,0,3,7,0,2.0,534.3078874049069,56,21,TA,219125
235,RM,8293.0,Gilbert,5,1960,1961,TA,CBlock,,Gd,1213,2,1,2,6,0,2.0,460.82743288493964,30,9,Gd,152731
236,RL,12898.0,NAmes,8,1991,2002,Gd,PConc,835.0,Ex,1256,3,1,3,6,0,,498.1957629776157,45,81,Gd,210464
237,RL,5657.0,SawyerW,6,1992,2010,Fa,PConc,1329.0,Gd,2130,2,1,2,4,0,0.0,0.0,45,22,TA,238075
238,RM,8373.0,OldTown,2,1908,1930,Gd,PConc,943.0,Fa,1511,2,0,2,6,0,2.0,616.5534553421236,23,5,Ex,172189
239,RL,15438.0,NWAmes,7,2001,2010,Gd,CBlock,646.0,Gd,1547,2,0,3,7,0,2.0,420.9337973272254,135,9,Gd,216315
240,RL,7181.0,CollgCr,5,1949,1980,TA,Slab,1067.0,Ex,1230,3,1,2,4,1,1.0,275.9494655519867,156,2,TA,178097
241,RL,9290.0,BrkSide,9,1905,1942,Fa,PConc,1041.0,TA,1971,2,1,3,5,1,2.0,552.1233953704381,43,0,Fa,229976
242,FV,6352.0,NoRidge,10,1982,1984,Fa,CBlock,1586.0,Gd,1414,2,1,2,6,2,2.0,461.7071136332436,3,22,TA,236234
243,RL,5954.0,NWAmes,9,1959,1996,TA,BrkTil,1237.0,Ex,1291,3,0,3,7,0,3.0,803.9553463246784,33,12,Gd,234102
244,RM,14641.0,BrkSide,6,1943,1945,TA,PConc,1091.0,Gd,867,2,1,2,6,0,2.0,598.6061690775135,10,99,TA,161279
245,C,10513.0,NAmes,2,1910,1939,TA,PConc,1271.0,Ex,1475,2,0,2,4,0,3.0,681.1525911708802,33,5,Ex,164273
246,RL,10401.0,Edwards,9,1965,1965,TA,PConc,959.0,Gd,1279,2,0,3,7,1,3.0,,10,47,Gd,235368
247,RL,4911.0,Crawfor,6,1946,1975,TA,BrkTil,977.0,Fa,2173,2,0,3,7,1,3.0,786.4321227545807,60,11,TA,239183
248,RL,11076.0,SawyerW,10,2007,2010,TA,PConc,1497.0,Ex,2237,1,0,5,9,0,2.0,532.050731297213,4,7,Gd,291513
249,RL,13472.0,Mitchel,10,2007,2010,TA,PConc,509.0,Ex,1005,3,1,4,7,1,2.0,546.1575056429608,153,104,Gd,230472
250,RL,13448.0,NridgHt,8,1972,1992,TA,CBlock,1290.0,Ex,1051,2,0,4,7,1,4.0,1019.9565793902609,10,48,TA,214229
251,RM,12004.0,Timber,6,1984,1996,TA,CBlock,966.0,Ex,1389,2,1,2,4,2,2.0,530.8061711808801,54,29,TA,203341
252,RL,6611.0,Mitchel,6,1987,2010,TA,BrkTil,912.0,TA,1173,1,0,3,7,0,2.0,445.3115809925766,124,35,TA,185889
253,RH,10939.0,Gilbert,8,1997,2010,Gd,PConc,834.0,Gd,1586,2,0,2,6,0,2.0,509.8402096183735,14,142,TA,232557
254,RL,12002.0,Timber,6,1985,1991,Gd,BrkTil,1046.0,Ex,1369,1,0,4,6,0,1.0,235.70976202958457,136,26,TA,202527
255,RL,,Timber,5,1902,1923,TA,PConc,986.0,TA,1612,2,0,2,4,0,4.0,852.4205313815095,24,3,Gd,221139
256,RL,6636.0,OldTown,7,1975,1984,Gd,PConc,875.0,Ex,1906,2,0,3,5,2,2.0,,161,2,TA,239963
257,RL,12664.0,NWAmes,9,1991,2010,TA,BrkTil,789.0,Fa,1074,2,1,3,7,0,2.0,516.1673835318835,177,32,Gd,210020
258,RM,12628.0,Edwards,7,1929,1943,TA,CBlock,428.0,Ex,1898,1,1,3,6,1,2.0,526.1478365822115,10,32,Gd,202451
259,RL,5354.0,Somerst,7,1989,2003,TA,PConc,782.0,Gd,1208,1,0,5,7,0,2.0,423.8924527446337,88,41,TA,192655
260,RL,,Sawyer,4,1920,1923,TA,CBlock,846.0,Ex,2359,1,0,4,8,0,0.0,0.0,10,3,TA,201314
261,RL,10285.0,Timber,7,1927,1958,Gd,CBlock,1045.0,Ex,2148,1,0,4,6,0,2.0,543.4793767815933,12,86,Ex,247050
262,RL,12343.0,Crawfor,10,1989,2010,TA,CBlock,1588.0,TA,1454,2,1,3,7,0,2.0,530.4888855569518,4,24,Gd,246599
263,RM,8096.0,Timber,5,1961,1966,TA,BrkTil,815.0,Ex,1114,2,0,4,6,1,2.0,553.2261597227812,8,31,Gd,174512
264,RH,11935.0,NoRidge,7,1932,1955,Ex,CBlock,692.0,TA,1038,2,0,3,7,2,3.0,873.1047384458905,50,1,TA,199952
265,RL,12531.0,OldTown,9,1984,2003,TA,BrkTil,785.0,Gd,1849,2,0,4,6,1,2.0,532.273226575436,29,97,TA,238227
266,RL,8945.0,Sawyer,8,1934,1970,Fa,CBlock,1046.0,TA,1487,1,1,3,6,1,2.0,475.11154236974767,78,24,TA,202958
267,RL,10053.0,NoRidge,7,1951,1970,Ex,CBlock,1176.0,Fa,1870,1,0,3,5,0,1.0,253.4454837424575,20,24,TA,229814
268,C,8054.0,NoRidge,8,1933,1944,TA,CBlock,1218.0,Ex,2381,1,0,3,5,1,2.0,599.5938260556429,173,86,TA,253874
269,FV,14954.0,BrkSide,6,1940,1972,TA,PConc,1248.0,Gd,1191,2,1,3,6,0,3.0,998.8004098006847,2,79,TA,183410
270,RL,9639.0,NAmes,6,1950,1977,Ex,PConc,1290.0,TA,1007,2,1,4,6,2,3.0,791.6786729168123,3,7,TA,193019
271,RL,,Sawyer,8,1946,1953,TA,PConc,916.0,Ex,1577,1,1,5,8,1,2.0,532.1332483286784,60,80,TA,228000
272,RL,7852.0,NoRidge,8,1981,1981,TA,CBlock,1615.0,TA,1957,1,0,3,7,0,2.0,543.542502019845,109,40,Fa,245095
273,RL,10380.0,Mitchel,9,1957,1993,Gd,PConc,893.0,Gd,1123,2,1,3,6,0,2.0,501.42757074916176,79,0,Fa,202906
274,RL,12259.0,Timber,9,1974,1995,TA,PConc,1032.0,Gd,1513,2,1,3,6,2,2.0,569.8312341405574,33,8,TA,230905
275,RL,5992.0,BrkSide,7,1956,1961,Ex,PConc,1388.0,Ex,2048,2,1,4,8,0,1.0,280.2413587819855,15,15,TA,242049
276,RL,15542.0,BrkSide,7,1922,1942,TA,PConc,1169.0,Gd,846,2,1,3,6,0,4.0,1042.525173657858,0,26,Gd,174327
277,RL,10926.0,Timber,8,1947,1978,Ex,CBlock,327.0,Ex,1594,1,1,2,5,0,2.0,480.91880563966305,35,36,TA,217857
278,RL,11399.0,Crawfor,7,1921,1955,Gd,PConc,1001.0,TA,1283,3,0,3,7,1,4.0,817.5164335147435,32,7,TA,206944
279,RL,9708.0,SawyerW,8,1916,1930,TA,PConc,1258.0,Gd,1549,2,0,1,3,0,2.0,543.944812856855,21,54,TA,222523
280,RL,10057.0,Sawyer,8,1968,1972,Gd,CBlock,596.0,Ex,1783,2,1,4,6,1,2.0,512.7714989135662,43,56,TA,238033
281,RL,9555.0,NridgHt,9,2007,2010,Gd,CBlock,1225.0,TA,1588,2,0,3,6,2,2.0,455.73393616075396,65,30,Gd,259054
282,RL,13053.0,Somerst,6,1910,1934,TA,PConc,1117.0,Gd,1095,2,0,3,5,2,2.0,432.2047841003224,60,76,Gd,189459
283,FV,9976.0,NWAmes,6,1993,2010,TA,PConc,1355.0,Fa,1299,1,0,4,6,0,2.0,539.685970962995,15,50,Gd,226374
284,RL,12301.0,NridgHt,4,1914,1942,TA,BrkTil,792.0,Ex,2070,2,1,2,5,1,2.0,403.9258207029821,44,7,TA,208683
285,RM,8698.0,Timber,7,1990,1996,TA,PConc,1298.0,Gd,1631,1,0,2,6,0,1.0,258.98923562331413,8,48,Gd,211904
286,RL,10586.0,NAmes,3,1934,1973,TA,BrkTil,1047.0,Gd,1836,1,1,3,5,1,2.0,550.6130245501337,6,91,TA,198132
287,RL,7588.0,Crawfor,6,1932,1944,TA,PConc,1529.0,Gd,1600,2,1,3,6,1,0.0,0.0,77,4,TA,203878
288,FV,13649.0,NridgHt,7,1983,2010,Gd,PConc,1835.0,Ex,1823,1,0,3,7,1,2.0,476.55561353849356,59,115,TA,268381
289,RL,7498.0,NAmes,6,1915,1932,Gd,PConc,1461.0,Ex,1341,2,0,5,7,1,2.0,425.03753093150516,73,0,TA,193521
290,RL,9025.0,NridgHt,7,1933,1934,Gd,PConc,1144.0,TA,1192,3,0,4,8,1,1.0,267.6105771938557,8,22,TA,204278
291,RL,9055.0,OldTown,3,1965,1972,TA,BrkTil,1696.0,Ex,1805,1,0,4,7,0,1.0,286.0156927586026,123,44,TA,194335
292,FV,8938.0,NridgHt,3,1998,2008,Fa,Slab,1181.0,Fa,1950,2,0,4,8,1,,232.81799935770877,7,46,TA,224181
293,RL,12167.0,Mitchel,8,1939,1971,TA,Slab,727.0,Ex,1134,2,0,3,7,0,2.0,530.4144920175715,102,39,TA,186520
294,RL,9050.0,NridgHt,6,1927,1964,TA,BrkTil,988.0,Fa,1269,2,1,3,6,0,1.0,297.44545356195425,21,22,Gd,199646
295,RL,14181.0,NAmes,4,1946,1972,Gd,CBlock,1228.0,Gd,1434,2,0,3,5,0,3.0,,5,31,Gd,197533
296,RL,7544.0,Mitchel,7,1938,1957,Gd,CBlock,1247.0,Gd,2147,2,1,4,6,2,0.0,0.0,16,36,TA,252143
297,RL,10508.0,NWAmes,8,1969,1980,TA,CBlock,662.0,Ex,1725,2,0,3,7,0,2.0,562.4512124037894,10,20,TA,236296
298,RL,7672.0,Sawyer,5,1972,2002,Fa,PConc,671.0,TA,970,2,1,3,7,1,3.0,683.6195123257969,33,27,TA,158132
299,RL,11262.0,Timber,7,1919,1945,Gd,PConc,897.0,Gd,1462,3,0,3,7,1,2.0,422.1084790968186,149,56,TA,222197
300,RL,9952.0,Timber,4,1900,1931,TA,CBlock,1160.0,Gd,1401,2,1,3,7,1,1.0,274.36963573437936,19,11,Gd,170807
301,RM,9534.0,CollgCr,3,1971,1980,Gd,BrkTil,1198.0,Ex,1030,3,1,3,5,1,3.0,713.4453962864793,47,22,TA,175472
302,RM,13565.0,CollgCr,7,1986,1988,TA,CBlock,1042.0,Gd,1458,1,1,4,7,0,2.0,481.00873915977894,111,0,Gd,208588
303,FV,8036.0,Somerst,7,1962,1988,TA,CBlock,749.0,TA,1383,3,0,3,6,1,3.0,693.5753428004036,49,34,TA,216563
304,RL,11759.0,Timber,7,1966,2000,TA,CBlock,1521.0,Ex,1355,2,1,4,7,1,2.0,471.630956266755,22,6,TA,222276
305,RL,7693.0,SawyerW,8,1903,1933,Ex,CBlock,678.0,Gd,1337,2,0,3,7,1,2.0,584.1820056516119,234,19,TA,202150
306,RM,10338.0,CollgCr,10,1957,1971,Gd,Slab,1390.0,Ex,2088,2,0,3,7,0,4.0,1199.4998518940401,10,7,TA,287287
307,RL,6413.0,BrkSide,7,1924,1939,Gd,PConc,1221.0,TA,1354,1,0,4,7,0,2.0,607.6987181686766,37,0,Fa,174856
308,RL,8012.0,NAmes,6,1946,1958,Fa,BrkTil,1384.0,Fa,1519,1,0,4,6,2,2.0,565.4072372706507,79,19,TA,209721
309,FV,9753.0,CollgCr,8,1937,1971,Gd,CBlock,866.0,Ex,1476,1,0,2,5,0,2.0,527.9762755863943,0,16,TA,217290
310,RL,15443.0,Somerst,5,1914,1924,Ex,CBlock,957.0,Ex,1297,1,1,3,5,0,0.0,0.0,60,16,TA,161574
311,RL,10302.0,BrkSide,6,1962,1982,TA,BrkTil,1016.0,Gd,1531,2,0,3,7,0,0.0,0.0,15,7,TA,175657
312,RL,14964.0,Timber,4,1920,1930,TA,PConc,857.0,Ex,1526,2,0,3,6,0,1.0,314.7026346587106,9,88,Ex,184028
313,RM,10660.0,SawyerW,2,1998,2010,TA,PConc,1067.0,Ex,1531,2,0,3,6,0,2.0,473.8627052748408,16,0,Gd,175731
314,RL,8838.0,NoRidge,10,1956,1990,Fa,CBlock,1473.0,Ex,1156,1,1,4,8,1,2.0,590.8486684863365,170,66,TA,221979
315,FV,14618.0,Gilbert,8,1952,1973,TA,PConc,610.0,Ex,1417,2,0,2,4,2,2.0,503.3021491418327,111,40,Gd,220905
316,RL,11311.0,Somerst,7,1945,1982,TA,CBlock,802.0,Ex,1804,2,0,3,6,0,0.0,0.0,12,5,TA,205575
317,RL,8071.0,NAmes,6,1913,1943,TA,PConc,770.0,Ex,1428,3,1,2,5,0,2.0,538.4291338201377,6,19,TA,191466
318,RL,11411.0,Gilbert,5,1999,2010,Gd,BrkTil,971.0,Ex,1564,2,0,4,6,1,3.0,863.962922656048,22,134,TA,220152
319,RL,9122.0,NridgHt,5,1975,1998,TA,PConc,959.0,Gd,1566,1,0,5,8,0,2.0,497.0602418815673,44,30,Fa,188799
320,RL,4032.0,Gilbert,5,1916,1947,TA,CBlock,,Gd,1666,2,0,3,6,2,2.0,573.9830602691248,100,4,Gd,190835
321,RL,12807.0,CollgCr,7,1938,1973,TA,BrkTil,1010.0,Ex,1723,2,1,2,6,0,3.0,599.8955237024622,169,18,Gd,225137
322,FV,,Somerst,8,1908,1939,TA,BrkTil,1090.0,Gd,1430,1,1,4,6,0,,625.2992162490567,69,18,TA,198726
323,RL,15513.0,NoRidge,7,1998,2010,Gd,CBlock,1119.0,TA,1135,1,0,3,6,1,2.0,512.2918584851412,45,48,Gd,212247
324,RL,11266.0,Sawyer,5,1976,2010,Gd,CBlock,1073.0,Ex,1012,1,0,3,6,1,,792.9403255035779,7,74,Gd,175634
325,RL,9253.0,Mitchel,10,1978,1980,TA,PConc,1210.0,TA,1907,1,0,4,8,1,,581.3947321155367,3,2,TA,261745
326,RM,12504.0,Crawfor,8,1981,1996,TA,PConc,963.0,Gd,1808,2,1,5,8,0,3.0,,45,11,Fa,228977
327,RL,12549.0,Gilbert,7,1996,2000,TA,PConc,,Ex,1759,2,1,3,7,0,2.0,428.38225463809744,38,10,TA,203747
328,RL,14914.0,NridgHt,7,1905,1925,Gd,CBlock,1762.0,Ex,1824,1,0,3,6,2,2.0,,93,166,TA,235651
329,RM,9866.0,Mitchel,6,1990,1999,Fa,PConc,1211.0,Gd,1435,2,0,3,7,1,1.0,268.0218233586445,19,24,Gd,196039
330,RL,9503.0,NridgHt,5,1922,1940,Ex,CBlock,1068.0,Gd,1250,2,1,3,5,0,3.0,581.3189401172583,2,63,TA,196117
331,RL,7853.0,Crawfor,6,1958,1982,Gd,PConc,1187.0,Ex,1107,1,1,3,5,1,2.0,497.38199181571906,27,16,TA,195148
332,RL,11612.0,NAmes,8,1990,1993,Gd,CBlock,669.0,Fa,1064,1,1,3,6,1,2.0,479.8650473637065,173,38,TA,204887
333,RL,5355.0,NAmes,2,1997,2010,Ex,CBlock,1054.0,Gd,1984,1,1,2,5,1,2.0,460.7184155752553,79,10,Gd,211882
334,RL,12328.0,Gilbert,4,1945,1963,Gd,CBlock,780.0,Ex,1302,2,1,3,7,0,3.0,794.8899346577406,1,72,TA,173047
335,RL,11763.0,OldTown,3,1937,1938,TA,PConc,1152.0,Ex,1921,1,0,2,6,1,3.0,646.5286626097868,103,18,TA,208605
336,RM,11755.0,NridgHt,3,1913,1922,TA,PConc,782.0,Ex,1425,2,0,3,5,0,2.0,525.012770720219,31,48,TA,157330
337,RL,10414.0,Crawfor,8,1999,2010,Fa,PConc,,Ex,1229,2,0,3,6,1,2.0,533.5694677525337,22,8,TA,190007
338,RL,14598.0,Somerst,8,1971,1990,TA,PConc,438.0,Ex,1062,2,1,3,7,0,2.0,565.0257986156585,21,35,Gd,164398
339,RL,12615.0,OldTown,6,1961,1979,TA,CBlock,,Gd,1264,1,0,3,5,1,2.0,432.59484423244373,45,15,Gd,173954
340,RL,8178.0,NridgHt,4,1934,1956,TA,PConc,1106.0,Gd,2067,2,0,3,5,0,3.0,614.5289203480907,37,0,TA,222294
341,RL,8232.0,OldTown,7,1918,1941,TA,PConc,739.0,Ex,1066,2,0,4,8,0,,258.36710822017034,53,15,Fa,156768
342,RL,7360.0,Sawyer,6,1929,1939,TA,BrkTil,1319.0,Gd,2346,2,0,3,6,0,2.0,482.8237259679379,42,23,TA,252596
343,RL,11653.0,NoRidge,5,1977,2010,TA,CBlock,,Ex,1163,2,1,5,7,0,2.0,674.1590157496232,7,4,Ex,170895
344,RL,6999.0,Timber,6,1983,2010,TA,PConc,1135.0,Ex,1799,2,0,3,7,0,2.0,527.5099085745759,14,6,TA,219941
345,RL,13250.0,Gilbert,6,1924,1928,Gd,PConc,771.0,Gd,1441,2,0,3,5,0,2.0,503.4897027022509,91,18,Gd,191833
346,FV,13968.0,NWAmes,7,1939,1943,TA,PConc,1115.0,Ex,1371,2,1,2,5,2,2.0,489.63032265941507,54,12,TA,200051
347,RL,7362.0,Somerst,7,1987,2007,TA,CBlock,539.0,TA,991,2,0,3,7,1,1.0,213.45814463681654,29,17,Gd,187202
348,RM,9443.0,Crawfor,3,1913,1924,TA,CBlock,864.0,Fa,1460,1,1,4,7,1,2.0,533.8328931772759,10,18,TA,169141
349,FV,10049.0,Timber,6,1925,1928,Gd,CBlock,746.0,Gd,1036,3,1,4,7,0,2.0,495.25129842375213,0,4,TA,167678
350,RH,12651.0,NAmes,7,2001,2010,TA,PConc,1264.0,Ex,827,2,1,5,7,0,1.0,247.65058949711695,18,5,TA,177636
351,FV,14828.0,BrkSide,7,1986,2010,TA,CBlock,1138.0,Ex,1547,2,1,3,6,0,1.0,252.83329976495966,2,56,Gd,218399
352,RL,4943.0,SawyerW,8,1921,1945,Fa,PConc,630.0,Ex,1245,1,0,3,5,1,3.0,769.9091276925521,32,5,Gd,186674
353,RH,9045.0,Timber,7,1947,1960,Gd,CBlock,939.0,Gd,2173,2,0,3,7,0,2.0,395.6446612449487,86,32,TA,249699
354,RM,9201.0,BrkSide,5,1982,1992,Gd,CBlock,768.0,TA,1900,2,0,3,7,1,2.0,550.2213803822559,16,16,Gd,233912
355,RM,5797.0,Sawyer,4,2009,2010,TA,PConc,1285.0,Gd,2178,1,0,2,4,0,2.0,449.21333751104464,94,103,TA,239849
356,RL,8544.0,CollgCr,7,1950,1960,TA,PConc,,TA,1227,1,0,4,6,2,2.0,491.71806815188233,60,2,Gd,194489
357,RH,11283.0,NridgHt,2,1902,1919,Ex,BrkTil,567.0,TA,1554,2,0,4,6,0,2.0,,6,53,TA,159127
358,RM,9163.0,NAmes,7,1941,1967,Gd,PConc,,TA,500,2,1,3,6,0,2.0,606.7669155362069,51,20,Gd,132362
359,RM,5366.0,NridgHt,9,1918,1935,TA,PConc,753.0,Ex,1387,2,0,3,7,1,2.0,397.9703336824165,8,0,Gd,214804
360,RL,18622.0,Edwards,7,1972,1994,TA,CBlock,924.0,TA,1539,1,0,2,6,2,2.0,501.8146896604789,53,9,TA,211232
361,RL,10798.0,Somerst,6,1927,1937,TA,CBlock,1009.0,Gd,1561,2,0,3,6,1,2.0,516.3747911099622,7,15,Gd,198225
362,RH,10335.0,Timber,7,1983,2003,TA,CBlock,1544.0,Ex,1483,2,0,3,5,0,3.0,614.3222976427699,24,11,Ex,231508
363,RL,6706.0,SawyerW,6,1944,1948,TA,PConc,698.0,Fa,1526,2,1,4,8,1,3.0,822.2332227976349,41,13,TA,176370
364,RL,10782.0,Gilbert,7,1970,1992,Gd,PConc,1250.0,TA,500,2,0,3,6,2,1.0,253.48788032242518,2,74,TA,171720
365,RM,9507.0,Mitchel,9,1977,2001,TA,PConc,648.0,Gd,1602,2,1,3,5,0,1.0,255.8247878708499,8,13,Ex,214359
366,RL,4334.0,NridgHt,6,1962,1971,Ex,CBlock,627.0,TA,1693,2,0,3,7,0,2.0,444.9468248994839,19,16,TA,204604
367,RL,6789.0,NAmes,10,1972,1993,TA,PConc,1008.0,Ex,2035,1,0,2,4,1,2.0,524.7731986028809,31,42,TA,262209
368,RL,12384.0,NWAmes,9,1918,1936,Gd,CBlock,1006.0,Ex,1647,3,0,4,7,1,0.0,0.0,97,47,Gd,226586
369,RL,15832.0,NridgHt,5,1946,1946,TA,PConc,150.0,Ex,1447,2,1,3,7,1,3.0,761.4568095353341,10,2,TA,195792
370,RL,11101.0,NridgHt,3,1913,1919,TA,PConc,1347.0,Gd,1941,2,0,5,7,2,2.0,469.16384594221677,21,36,TA,193038
